ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10017,1.001700e+01,9.999955e-01,9.825746e+03,1.155333e+03
HI 1215Å,7225,7.225000e+00,1.554235e-02,1.265052e+04,1.022846e+00
