ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10017,1.001700e+01,9.999955e-01,9.826843e+03,1.160428e+03
HI 1215Å,8324,8.324000e+00,1.877606e-02,1.049637e+04,1.021708e+00
