ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.731327e+05,7.179717e+04
HI 1215Å,118279,1.182790e+02,6.782209e-01,3.792707e+03,1.714697e+00
