ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.787382e+04,1.009109e+04
HI 1215Å,27835,2.783500e+01,8.165775e-02,9.479347e+03,1.214904e+00
