statistic,value
mean_flux,0.40900419596086174
median_flux,0.4347224235534668
std_flux,0.3095549778255373
min_flux,2.9382650407717056e-39
max_flux,0.9923224449157715
mean_tau,2749.561243234306
median_tau,0.8330475687980652
effective_tau,0.8940298639189477
deep_absorption_frac,0.2736515932664513
moderate_absorption_frac,0.28002256759054583
weak_absorption_frac,0.4463258391430029
tau_eff_err,0.0028469933973767243
tau_eff_std,0.2846993397376724
mean_flux_err,0.0008054232970302572
mean_flux_std,0.08054232970302572
n_sightlines,10000.0
tau_eff_obs_target,0.5554037618171708
mean_flux_target,0.5738405195244356
tau_scale_factor,0.4433901170228655
tau_eff_H_total,inf
hi_fraction_eff,0.0
