ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.744730e+05,7.013785e+04
HI 1215Å,117188,1.171880e+02,6.545863e-01,4.200307e+03,1.710756e+00
