ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.096000e+04,2.737407e+04
HI 1215Å,57722,5.772200e+01,1.772087e-01,6.598710e+03,1.407752e+00
