ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.738190e+04,1.021481e+04
HI 1215Å,26490,2.649000e+01,7.628533e-02,9.015149e+03,1.212120e+00
