ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.285819e+04,1.860782e+04
HI 1215Å,45354,4.535400e+01,1.334581e-01,1.037956e+04,1.344306e+00
