ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.721432e+04,9.787252e+03
HI 1215Å,26058,2.605800e+01,7.490217e-02,7.862467e+03,1.178850e+00
