ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.553251e+04,9.634797e+03
HI 1215Å,26927,2.692700e+01,7.992452e-02,9.314803e+03,1.218932e+00
