ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.126942e+05,3.531268e+04
HI 1215Å,79272,7.927200e+01,2.543883e-01,5.611414e+03,1.703524e+00
