ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.259197e+04,1.806300e+04
HI 1215Å,43596,4.359600e+01,1.303153e-01,9.017136e+03,1.346465e+00
