ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.727033e+05,7.184712e+04
HI 1215Å,118068,1.180680e+02,6.776176e-01,3.615882e+03,1.713043e+00
