# n_pixels = 293890000
# n_pixels_in_grid = 289224331
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 0.000000e+00
# frac_tau_overflow = 1.587556e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,0.000000e+00,0.000000e+00,0
-2.875000e+00,-2.916667e+00,-2.833333e+00,0.000000e+00,0.000000e+00,0
-2.791667e+00,-2.833333e+00,-2.750000e+00,0.000000e+00,0.000000e+00,0
-2.708333e+00,-2.750000e+00,-2.666667e+00,0.000000e+00,0.000000e+00,0
-2.625000e+00,-2.666667e+00,-2.583333e+00,0.000000e+00,0.000000e+00,0
-2.541667e+00,-2.583333e+00,-2.500000e+00,0.000000e+00,0.000000e+00,0
-2.458333e+00,-2.500000e+00,-2.416667e+00,0.000000e+00,0.000000e+00,0
-2.375000e+00,-2.416667e+00,-2.333333e+00,0.000000e+00,0.000000e+00,0
-2.291667e+00,-2.333333e+00,-2.250000e+00,0.000000e+00,0.000000e+00,0
-2.208333e+00,-2.250000e+00,-2.166667e+00,0.000000e+00,0.000000e+00,0
-2.125000e+00,-2.166667e+00,-2.083333e+00,2.655378e-06,3.319223e-07,64
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.734126e-06,3.936114e-07,90
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.522441e-06,4.331713e-07,109
-1.875000e+00,-1.916667e+00,-1.833333e+00,1.174175e-05,6.979746e-07,283
-1.791667e+00,-1.833333e+00,-1.750000e+00,4.534888e-05,1.371692e-06,1093
-1.708333e+00,-1.750000e+00,-1.666667e+00,1.730975e-04,2.679900e-06,4172
-1.625000e+00,-1.666667e+00,-1.583333e+00,4.195498e-04,4.172198e-06,10112
-1.541667e+00,-1.583333e+00,-1.500000e+00,7.927549e-04,5.735122e-06,19107
-1.458333e+00,-1.500000e+00,-1.416667e+00,1.594679e-03,8.134107e-06,38435
-1.375000e+00,-1.416667e+00,-1.333333e+00,3.653883e-03,1.231262e-05,88066
-1.291667e+00,-1.333333e+00,-1.250000e+00,8.212255e-03,1.845884e-05,197932
-1.208333e+00,-1.250000e+00,-1.166667e+00,1.755350e-02,2.698703e-05,423075
-1.125000e+00,-1.166667e+00,-1.083333e+00,3.690569e-02,3.913090e-05,889502
