ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.719997e+05,6.903878e+04
HI 1215Å,116899,1.168990e+02,6.575989e-01,3.747273e+03,1.703392e+00
