ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.274485e+04,1.768256e+04
HI 1215Å,40160,4.016000e+01,1.202370e-01,1.134759e+04,1.299016e+00
