statistic,value
mean_flux,0.9723886569998307
median_flux,0.998877763748169
std_flux,0.10560071777942967
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,351.6905175633815
median_tau,0.0011229193769395351
effective_tau,0.02799970156107334
deep_absorption_frac,0.004220336813472539
moderate_absorption_frac,0.01009135565422617
weak_absorption_frac,0.9856883075323013
tau_eff_err,0.0010048712407045607
tau_eff_std,0.10048712407045607
mean_flux_err,0.0003519170574281902
mean_flux_std,0.035191705742819025
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,12.8614504102245
hi_fraction_eff,0.002177025097977551
