ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10003,1.000300e+01,9.999997e-01,9.543080e+03,1.183002e+03
HI 1215Å,8518,8.518000e+00,1.919170e-02,1.832431e+04,1.047786e+00
