ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10014,1.001400e+01,9.999973e-01,9.593661e+03,1.283749e+03
HI 1215Å,9659,9.659000e+00,2.133923e-02,8.847269e+03,1.049146e+00
