# n_pixels = 220960000
# n_pixels_in_grid = 213751068
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 3.076753e-02
# frac_tau_overflow = 1.857974e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,1.984439e-01,1.055493e-04,3534799
-2.875000e+00,-2.916667e+00,-2.833333e+00,2.611361e-01,1.210793e-04,4651510
-2.791667e+00,-2.833333e+00,-2.750000e+00,3.282032e-01,1.357400e-04,5846149
-2.708333e+00,-2.750000e+00,-2.666667e+00,3.903288e-01,1.480307e-04,6952767
-2.625000e+00,-2.666667e+00,-2.583333e+00,4.446392e-01,1.579939e-04,7920176
-2.541667e+00,-2.583333e+00,-2.500000e+00,4.861099e-01,1.651976e-04,8658875
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.167578e-01,1.703256e-04,9204794
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.348580e-01,1.732829e-04,9527205
-2.291667e+00,-2.333333e+00,-2.250000e+00,5.409359e-01,1.742647e-04,9635469
-2.208333e+00,-2.250000e+00,-2.166667e+00,5.337997e-01,1.731114e-04,9508354
-2.125000e+00,-2.166667e+00,-2.083333e+00,5.189379e-01,1.706845e-04,9243627
-2.041667e+00,-2.083333e+00,-2.000000e+00,5.015198e-01,1.677956e-04,8933366
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.769225e-01,1.636290e-04,8495224
-1.875000e+00,-1.916667e+00,-1.833333e+00,4.528728e-01,1.594500e-04,8066837
-1.791667e+00,-1.833333e+00,-1.750000e+00,4.228464e-01,1.540734e-04,7531989
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.944329e-01,1.488069e-04,7025872
-1.625000e+00,-1.666667e+00,-1.583333e+00,3.661178e-01,1.433662e-04,6521506
-1.541667e+00,-1.583333e+00,-1.500000e+00,3.415856e-01,1.384797e-04,6084524
-1.458333e+00,-1.500000e+00,-1.416667e+00,3.200737e-01,1.340483e-04,5701341
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.985179e-01,1.294558e-04,5317376
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.804734e-01,1.254823e-04,4995957
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.659704e-01,1.221949e-04,4737621
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.519778e-01,1.189372e-04,4488377
-1.041667e+00,-1.083333e+00,-1.000000e+00,2.394013e-01,1.159310e-04,4264357
-9.583333e-01,-1.000000e+00,-9.166667e-01,2.297206e-01,1.135629e-04,4091918
-8.750000e-01,-9.166667e-01,-8.333333e-01,2.195005e-01,1.110080e-04,3909873
-7.916667e-01,-8.333333e-01,-7.500000e-01,2.075942e-01,1.079553e-04,3697790
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.987037e-01,1.056184e-04,3539428
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.882419e-01,1.028004e-04,3353076
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.757263e-01,9.932414e-05,3130140
-4.583333e-01,-5.000000e-01,-4.166667e-01,1.658990e-01,9.650690e-05,2955091
-3.750000e-01,-4.166667e-01,-3.333333e-01,1.550799e-01,9.330699e-05,2762374
-2.916667e-01,-3.333333e-01,-2.500000e-01,1.426123e-01,8.947773e-05,2540294
-2.083333e-01,-2.500000e-01,-1.666667e-01,1.301033e-01,8.546348e-05,2317476
-1.250000e-01,-1.666667e-01,-8.333333e-02,1.182753e-01,8.148609e-05,2106789
-4.166667e-02,-8.333333e-02,0.000000e+00,1.047603e-01,7.668931e-05,1866052
4.166667e-02,0.000000e+00,8.333333e-02,9.178334e-02,7.178247e-05,1634899
1.250000e-01,8.333333e-02,1.666667e-01,8.095909e-02,6.741698e-05,1442091
2.083333e-01,1.666667e-01,2.500000e-01,7.016987e-02,6.276417e-05,1249907
2.916667e-01,2.500000e-01,3.333333e-01,6.077819e-02,5.841312e-05,1082617
3.750000e-01,3.333333e-01,4.166667e-01,5.196746e-02,5.401349e-05,925675
4.583333e-01,4.166667e-01,5.000000e-01,4.387633e-02,4.963084e-05,781551
5.416667e-01,5.000000e-01,5.833333e-01,3.550427e-02,4.464541e-05,632423
6.250000e-01,5.833333e-01,6.666667e-01,2.933465e-02,4.058139e-05,522526
7.083333e-01,6.666667e-01,7.500000e-01,2.409004e-02,3.677522e-05,429106
7.916667e-01,7.500000e-01,8.333333e-01,2.028391e-02,3.374523e-05,361309
8.750000e-01,8.333333e-01,9.166667e-01,1.653022e-02,3.046322e-05,294446
9.583333e-01,9.166667e-01,1.000000e+00,1.342545e-02,2.745370e-05,239142
1.041667e+00,1.000000e+00,1.083333e+00,1.113280e-02,2.499992e-05,198304
1.125000e+00,1.083333e+00,1.166667e+00,9.225722e-03,2.275813e-05,164334
1.208333e+00,1.166667e+00,1.250000e+00,7.132821e-03,2.001092e-05,127054
1.291667e+00,1.250000e+00,1.333333e+00,5.775803e-03,1.800705e-05,102882
1.375000e+00,1.333333e+00,1.416667e+00,4.953238e-03,1.667559e-05,88230
1.458333e+00,1.416667e+00,1.500000e+00,4.368764e-03,1.566087e-05,77819
1.541667e+00,1.500000e+00,1.583333e+00,3.593470e-03,1.420344e-05,64009
1.625000e+00,1.583333e+00,1.666667e+00,3.169893e-03,1.334009e-05,56464
1.708333e+00,1.666667e+00,1.750000e+00,2.729025e-03,1.237771e-05,48611
1.791667e+00,1.750000e+00,1.833333e+00,2.309266e-03,1.138606e-05,41134
1.875000e+00,1.833333e+00,1.916667e+00,2.001730e-03,1.060082e-05,35656
1.958333e+00,1.916667e+00,2.000000e+00,1.824889e-03,1.012173e-05,32506
