ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10005,1.000500e+01,9.999989e-01,9.490251e+03,1.195601e+03
HI 1215Å,8663,8.663000e+00,1.792538e-02,6.688925e+03,1.017595e+00
