ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10039,1.003900e+01,9.999901e-01,9.744050e+03,1.143838e+03
HI 1215Å,7659,7.659000e+00,1.649083e-02,1.783895e+04,1.006856e+00
