ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10012,1.001200e+01,9.999971e-01,1.002901e+04,1.290021e+03
HI 1215Å,9741,9.741000e+00,2.157299e-02,1.427847e+04,1.056507e+00
