ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.040205e+05,8.907534e+04
HI 1215Å,74997,7.499700e+01,8.983703e-01,4.281411e+03,2.183763e+00
