ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.712502e+04,4.027996e+03
HI 1215Å,15208,1.520800e+01,4.547376e-02,8.375266e+03,1.149621e+00
