# n_pixels = 225710000
# n_pixels_in_grid = 151568769
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 6.202649e-08
# frac_tau_underflow = 3.277844e-01
# frac_tau_overflow = 6.955651e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,7.967206e-01,2.511532e-04,10063164
-2.875000e+00,-2.916667e+00,-2.833333e+00,7.789233e-01,2.483322e-04,9838371
-2.791667e+00,-2.833333e+00,-2.750000e+00,7.556362e-01,2.445919e-04,9544238
-2.708333e+00,-2.750000e+00,-2.666667e+00,7.175136e-01,2.383421e-04,9062721
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.765540e-01,2.314392e-04,8545371
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.313486e-01,2.235735e-04,7974394
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.897150e-01,2.160762e-04,7448531
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.446364e-01,2.076534e-04,6879156
-2.291667e+00,-2.333333e+00,-2.250000e+00,5.016913e-01,1.992985e-04,6336728
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.593872e-01,1.907108e-04,5802396
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.245196e-01,1.833305e-04,5361993
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.914438e-01,1.760437e-04,4944221
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.608908e-01,1.690339e-04,4558315
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.377349e-01,1.635211e-04,4265839
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.158272e-01,1.581286e-04,3989128
-1.708333e+00,-1.750000e+00,-1.666667e+00,2.974479e-01,1.534586e-04,3756984
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.816649e-01,1.493317e-04,3557633
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.674463e-01,1.455138e-04,3378042
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.549374e-01,1.420701e-04,3220046
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.420410e-01,1.384300e-04,3057155
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.321035e-01,1.355585e-04,2931637
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.197919e-01,1.319142e-04,2776132
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.060873e-01,1.277354e-04,2603033
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.898210e-01,1.225908e-04,2397578
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.758225e-01,1.179840e-04,2220767
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.629669e-01,1.135888e-04,2058391
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.495099e-01,1.087979e-04,1888419
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.348067e-01,1.033098e-04,1702707
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.221145e-01,9.832622e-05,1542395
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.086084e-01,9.272942e-05,1371804
-4.583333e-01,-5.000000e-01,-4.166667e-01,9.654335e-02,8.742727e-05,1219413
-3.750000e-01,-4.166667e-01,-3.333333e-01,8.663212e-02,8.281809e-05,1094227
-2.916667e-01,-3.333333e-01,-2.500000e-01,7.663571e-02,7.789352e-05,967965
-2.083333e-01,-2.500000e-01,-1.666667e-01,6.639165e-02,7.250075e-05,838575
-1.250000e-01,-1.666667e-01,-8.333333e-02,5.940401e-02,6.857939e-05,750316
-4.166667e-02,-8.333333e-02,0.000000e+00,5.052645e-02,6.324776e-05,638186
4.166667e-02,0.000000e+00,8.333333e-02,4.271614e-02,5.815429e-05,539536
1.250000e-01,8.333333e-02,1.666667e-01,3.633226e-02,5.363299e-05,458903
2.083333e-01,1.666667e-01,2.500000e-01,3.007522e-02,4.879667e-05,379872
2.916667e-01,2.500000e-01,3.333333e-01,2.466413e-02,4.418946e-05,311526
3.750000e-01,3.333333e-01,4.166667e-01,2.034942e-02,4.013856e-05,257028
4.583333e-01,4.166667e-01,5.000000e-01,1.657663e-02,3.622713e-05,209375
5.416667e-01,5.000000e-01,5.833333e-01,1.288421e-02,3.193851e-05,162737
6.250000e-01,5.833333e-01,6.666667e-01,1.040692e-02,2.870429e-05,131447
7.083333e-01,6.666667e-01,7.500000e-01,8.326201e-03,2.567493e-05,105166
7.916667e-01,7.500000e-01,8.333333e-01,6.540714e-03,2.275613e-05,82614
8.750000e-01,8.333333e-01,9.166667e-01,5.074132e-03,2.004318e-05,64090
9.583333e-01,9.166667e-01,1.000000e+00,3.973167e-03,1.773594e-05,50184
1.041667e+00,1.000000e+00,1.083333e+00,2.999035e-03,1.540907e-05,37880
1.125000e+00,1.083333e+00,1.166667e+00,2.598979e-03,1.434456e-05,32827
1.208333e+00,1.166667e+00,1.250000e+00,2.265269e-03,1.339201e-05,28612
1.291667e+00,1.250000e+00,1.333333e+00,2.011127e-03,1.261843e-05,25402
1.375000e+00,1.333333e+00,1.416667e+00,1.716053e-03,1.165604e-05,21675
1.458333e+00,1.416667e+00,1.500000e+00,1.459377e-03,1.074904e-05,18433
1.541667e+00,1.500000e+00,1.583333e+00,1.154644e-03,9.561144e-06,14584
1.625000e+00,1.583333e+00,1.666667e+00,9.726278e-04,8.775242e-06,12285
1.708333e+00,1.666667e+00,1.750000e+00,8.760380e-04,8.328125e-06,11065
1.791667e+00,1.750000e+00,1.833333e+00,7.987661e-04,7.952352e-06,10089
1.875000e+00,1.833333e+00,1.916667e+00,7.374078e-04,7.640814e-06,9314
1.958333e+00,1.916667e+00,2.000000e+00,6.455683e-04,7.149191e-06,8154
