ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.075682e+05,8.912023e+04
HI 1215Å,75086,7.508600e+01,8.979683e-01,8.361666e+03,2.189777e+00
