ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.617907e+04,4.708024e+03
HI 1215Å,17906,1.790600e+01,5.048771e-02,5.281644e+03,1.142432e+00
