ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.018243e+05,8.915037e+04
HI 1215Å,74862,7.486200e+01,9.004086e-01,3.335522e+03,2.198092e+00
