ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.764773e+04,2.420882e+03
HI 1215Å,10590,1.059000e+01,2.724979e-02,9.685716e+03,1.058443e+00
