# n_pixels = 294050000
# n_pixels_in_grid = 289317034
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 0.000000e+00
# frac_tau_overflow = 1.609579e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,0.000000e+00,0.000000e+00,0
-2.875000e+00,-2.916667e+00,-2.833333e+00,0.000000e+00,0.000000e+00,0
-2.791667e+00,-2.833333e+00,-2.750000e+00,0.000000e+00,0.000000e+00,0
-2.708333e+00,-2.750000e+00,-2.666667e+00,0.000000e+00,0.000000e+00,0
-2.625000e+00,-2.666667e+00,-2.583333e+00,0.000000e+00,0.000000e+00,0
-2.541667e+00,-2.583333e+00,-2.500000e+00,0.000000e+00,0.000000e+00,0
-2.458333e+00,-2.500000e+00,-2.416667e+00,0.000000e+00,0.000000e+00,0
-2.375000e+00,-2.416667e+00,-2.333333e+00,0.000000e+00,0.000000e+00,0
-2.291667e+00,-2.333333e+00,-2.250000e+00,0.000000e+00,0.000000e+00,0
-2.208333e+00,-2.250000e+00,-2.166667e+00,0.000000e+00,0.000000e+00,0
-2.125000e+00,-2.166667e+00,-2.083333e+00,0.000000e+00,0.000000e+00,0
-2.041667e+00,-2.083333e+00,-2.000000e+00,0.000000e+00,0.000000e+00,0
-1.958333e+00,-2.000000e+00,-1.916667e+00,0.000000e+00,0.000000e+00,0
-1.875000e+00,-1.916667e+00,-1.833333e+00,1.493172e-06,2.488619e-07,36
-1.791667e+00,-1.833333e+00,-1.750000e+00,6.221549e-06,5.079873e-07,150
-1.708333e+00,-1.750000e+00,-1.666667e+00,4.529287e-05,1.370625e-06,1092
-1.625000e+00,-1.666667e+00,-1.583333e+00,1.395701e-04,2.406023e-06,3365
-1.541667e+00,-1.583333e+00,-1.500000e+00,4.207011e-04,4.177250e-06,10143
-1.458333e+00,-1.500000e+00,-1.416667e+00,1.199929e-03,7.054747e-06,28930
-1.375000e+00,-1.416667e+00,-1.333333e+00,3.523387e-03,1.208882e-05,84948
-1.291667e+00,-1.333333e+00,-1.250000e+00,8.322317e-03,1.857915e-05,200649
-1.208333e+00,-1.250000e+00,-1.166667e+00,1.961982e-02,2.852667e-05,473029
-1.125000e+00,-1.166667e+00,-1.083333e+00,4.065351e-02,4.106318e-05,980146
