k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,1.096351e+02,2.211478e+02,2.211478e+00,5.484280e+01,1.420042e+02,1.420042e+00
2.136747e-03,9.881751e+01,9.629968e+01,9.629968e-01,5.238908e+01,5.295127e+01,5.295127e-01
4.273494e-03,8.698134e+01,8.423744e+01,8.423744e-01,4.533902e+01,4.456361e+01,4.456361e-01
6.410241e-03,7.064438e+01,7.085590e+01,7.085590e-01,3.776981e+01,3.708086e+01,3.708086e-01
8.546988e-03,5.927324e+01,5.636863e+01,5.636863e-01,3.190321e+01,3.044851e+01,3.044851e-01
1.068374e-02,5.015055e+01,4.948464e+01,4.948464e-01,2.691872e+01,2.622249e+01,2.622249e-01
1.282048e-02,4.399332e+01,4.329598e+01,4.329598e-01,2.395559e+01,2.319708e+01,2.319708e-01
1.495723e-02,3.890413e+01,3.807023e+01,3.807023e-01,2.119377e+01,2.065035e+01,2.065035e-01
1.709398e-02,3.452397e+01,3.417631e+01,3.417631e-01,1.896850e+01,1.886043e+01,1.886043e-01
1.923072e-02,3.131065e+01,3.158449e+01,3.158449e-01,1.738219e+01,1.730897e+01,1.730897e-01
2.136747e-02,2.650345e+01,2.648255e+01,2.648255e-01,1.469683e+01,1.439778e+01,1.439778e-01
2.350422e-02,2.360280e+01,2.412245e+01,2.412245e-01,1.321596e+01,1.328275e+01,1.328275e-01
2.564097e-02,2.137781e+01,2.149176e+01,2.149176e-01,1.204549e+01,1.205673e+01,1.205673e-01
2.777771e-02,1.931330e+01,1.979565e+01,1.979565e-01,1.090685e+01,1.106503e+01,1.106503e-01
2.991446e-02,1.752698e+01,1.789695e+01,1.789695e-01,1.000436e+01,1.030557e+01,1.030557e-01
3.205121e-02,1.566722e+01,1.604475e+01,1.604475e-01,8.837917e+00,8.958720e+00,8.958720e-02
3.418795e-02,1.436852e+01,1.472219e+01,1.472219e-01,8.136022e+00,8.302603e+00,8.302603e-02
3.632470e-02,1.271746e+01,1.330789e+01,1.330789e-01,7.299295e+00,7.585140e+00,7.585140e-02
3.846145e-02,1.192846e+01,1.235444e+01,1.235444e-01,6.805952e+00,7.001449e+00,7.001449e-02
4.059819e-02,1.075778e+01,1.071616e+01,1.071616e-01,6.192554e+00,6.078475e+00,6.078475e-02
