ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,6.911371e+04,1.799147e+04
HI 1215Å,44127,4.412700e+01,1.306522e-01,5.975908e+03,1.343312e+00
