ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.129945e+04,2.583445e+04
HI 1215Å,60526,6.052600e+01,1.832055e-01,9.705881e+03,1.517020e+00
