ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.158534e+05,3.645426e+04
HI 1215Å,82224,8.222400e+01,2.608450e-01,8.289425e+03,1.692110e+00
