N_HI,b_param_km_s
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.062707e+21,8.000000e+01
1.574169e+14,4.780472e+01
5.709890e+13,4.107843e+01
1.762116e+14,5.236899e+01
6.144801e+13,5.849472e+01
6.144801e+13,5.849472e+01
4.621342e+13,7.899970e+01
4.621342e+13,6.570146e+01
9.486612e+13,4.564270e+01
2.755282e+13,2.750573e+01
5.206798e+14,6.221820e+01
5.119014e+13,6.798360e+01
5.119014e+13,7.899631e+01
5.956375e+13,4.678377e+01
1.027333e+14,6.768332e+01
5.370998e+13,3.321107e+01
9.684752e+14,8.000000e+01
9.684752e+14,8.000000e+01
2.964195e+13,7.899205e+01
9.332317e+14,8.000000e+01
9.332317e+14,8.000000e+01
1.621673e+15,8.000000e+01
8.737701e+13,6.576152e+01
8.737701e+13,6.576152e+01
2.293598e+14,8.000000e+01
2.293598e+14,8.000000e+01
4.214635e+13,4.282006e+01
3.561496e+13,3.116916e+01
1.297881e+15,8.000000e+01
1.297881e+15,8.000000e+01
1.297881e+15,8.000000e+01
1.580567e+14,6.624197e+01
2.044224e+13,7.895777e+01
2.184599e+13,7.897019e+01
2.317114e+15,8.000000e+01
2.317114e+15,8.000000e+01
2.317114e+15,8.000000e+01
2.317114e+15,8.000000e+01
2.317114e+15,8.000000e+01
2.317114e+15,8.000000e+01
7.200848e+13,8.000000e+01
1.128999e+14,7.939427e+01
3.577179e+13,3.062865e+01
2.945724e+14,7.008556e+01
4.083187e+14,8.000000e+01
4.083187e+14,8.000000e+01
4.083187e+14,8.000000e+01
9.925979e+13,8.000000e+01
9.925979e+13,8.000000e+01
4.398010e+13,4.083820e+01
1.844935e+15,8.000000e+01
2.973371e+13,3.267056e+01
6.411337e+13,5.915534e+01
6.411337e+13,5.915534e+01
8.930914e+14,8.000000e+01
8.930914e+14,8.000000e+01
1.528059e+13,7.898869e+01
1.084717e+15,8.000000e+01
1.084717e+15,8.000000e+01
1.084717e+15,8.000000e+01
1.326885e+13,7.899912e+01
3.172706e+13,3.765523e+01
1.344803e+13,7.892755e+01
2.255103e+14,6.023635e+01
6.781850e+14,7.206742e+01
3.824430e+13,3.207000e+01
1.833504e+13,7.899653e+01
2.362141e+15,8.000000e+01
2.362141e+15,8.000000e+01
2.362141e+15,8.000000e+01
2.362141e+15,8.000000e+01
1.758379e+13,7.899632e+01
7.022232e+13,3.615382e+01
1.622605e+15,8.000000e+01
8.639850e+14,8.000000e+01
8.639850e+14,8.000000e+01
8.639850e+14,8.000000e+01
1.612373e+13,7.899392e+01
5.642442e+13,4.330051e+01
1.575363e+14,5.459107e+01
1.575363e+14,5.459107e+01
1.064152e+13,4.297808e+01
8.564772e+16,8.000000e+01
8.564772e+16,8.000000e+01
8.564772e+16,8.000000e+01
8.564772e+16,8.000000e+01
5.588751e+14,8.000000e+01
3.484408e+13,2.996803e+01
2.371659e+14,7.711214e+01
2.371659e+14,7.711214e+01
2.542199e+15,8.000000e+01
2.950269e+14,8.000000e+01
2.950269e+14,8.000000e+01
2.950269e+14,8.000000e+01
2.950269e+14,8.000000e+01
2.041104e+13,7.899768e+01
9.218113e+14,8.000000e+01
9.218113e+14,8.000000e+01
2.027409e+13,7.893632e+01
1.118227e+13,7.899044e+01
4.307167e+13,3.543315e+01
3.137696e+13,3.020826e+01
1.948383e+14,8.000000e+01
3.338569e+13,3.903652e+01
1.317507e+14,4.942624e+01
1.715642e+14,7.200736e+01
2.574956e+13,7.899519e+01
1.757575e+14,5.561202e+01
4.413179e+14,6.684253e+01
1.207930e+13,5.000052e+00
2.822166e+13,4.998479e+00
3.384096e+14,8.000000e+01
3.384096e+14,8.000000e+01
2.922019e+13,2.540377e+01
1.781705e+13,7.897857e+01
1.879577e+13,7.898253e+01
2.804248e+14,8.000000e+01
2.804248e+14,8.000000e+01
2.512604e+14,6.768332e+01
1.398902e+13,2.707903e+01
7.696267e+13,5.254916e+01
1.786503e+13,5.498502e+01
4.436830e+13,2.852669e+01
1.292779e+13,7.896948e+01
3.954738e+14,7.945433e+01
3.799469e+14,5.441090e+01
4.683564e+13,3.249039e+01
5.587442e+13,7.899854e+01
5.587442e+13,4.966646e+01
1.650511e+13,7.899832e+01
1.444539e+16,8.000000e+01
1.444539e+16,8.000000e+01
1.444539e+16,8.000000e+01
1.444539e+16,8.000000e+01
1.444539e+16,8.000000e+01
1.444539e+16,8.000000e+01
5.784282e+13,4.137871e+01
3.346951e+16,5.038714e+01
6.738784e+13,5.855478e+01
1.860882e+13,7.896537e+01
1.085250e+14,6.011624e+01
4.423612e+14,8.000000e+01
2.290153e+13,7.899392e+01
4.792240e+14,8.000000e+01
4.792240e+14,8.000000e+01
1.275595e+15,8.000000e+01
4.475823e+13,7.026573e+01
9.445575e+13,5.693326e+01
2.755954e+13,2.894708e+01
3.634015e+14,6.714281e+01
2.039294e+13,7.894042e+01
2.382409e+15,8.000000e+01
2.382409e+15,8.000000e+01
2.382409e+15,8.000000e+01
2.382409e+15,8.000000e+01
6.462468e+13,4.648349e+01
3.691553e+13,4.822511e+01
3.072491e+13,7.899418e+01
1.357327e+14,6.041652e+01
6.574308e+13,4.762455e+01
5.050709e+13,4.071809e+01
1.320774e+14,4.798489e+01
1.032275e+14,8.000000e+01
1.032275e+14,8.000000e+01
4.069522e+13,3.273062e+01
1.566168e+14,8.000000e+01
1.566168e+14,8.000000e+01
7.270244e+13,4.474186e+01
6.158615e+13,3.507281e+01
3.392656e+13,2.828646e+01
2.867487e+14,8.000000e+01
2.867487e+14,8.000000e+01
2.867487e+14,8.000000e+01
2.130855e+14,7.110652e+01
2.130855e+14,7.110652e+01
1.339311e+14,7.501017e+01
1.339311e+14,7.501017e+01
5.692898e+13,3.525298e+01
5.424544e+13,3.369152e+01
1.719385e+14,7.044590e+01
7.229913e+13,6.876433e+01
7.229913e+13,6.876433e+01
1.820875e+15,8.000000e+01
7.131873e+14,8.000000e+01
7.131873e+14,8.000000e+01
3.682020e+14,6.612186e+01
9.856795e+13,8.000000e+01
9.856795e+13,8.000000e+01
9.856795e+13,8.000000e+01
1.520788e+13,7.895614e+01
1.053365e+14,6.912467e+01
9.888382e+14,8.000000e+01
9.888382e+14,8.000000e+01
5.758872e+13,5.290950e+01
2.443988e+13,3.116916e+01
1.999748e+13,7.899447e+01
7.660930e+13,3.777534e+01
6.390175e+14,8.000000e+01
6.390175e+14,8.000000e+01
6.390175e+14,8.000000e+01
6.390175e+14,8.000000e+01
2.607124e+14,8.000000e+01
1.367541e+13,7.899253e+01
5.922751e+13,5.038714e+01
1.144737e+14,7.777276e+01
1.144737e+14,7.777276e+01
1.042912e+14,4.684382e+01
3.205725e+13,4.300023e+01
6.581161e+14,8.000000e+01
6.581161e+14,8.000000e+01
3.281625e+13,4.767101e+01
2.554727e+13,7.787535e+01
2.777924e+13,3.068871e+01
3.281120e+13,7.898765e+01
5.134915e+13,6.852410e+01
2.610249e+13,2.876691e+01
1.421793e+14,8.000000e+01
1.421793e+14,8.000000e+01
4.673822e+13,4.372090e+01
4.673822e+13,5.000000e+00
5.610623e+13,3.381163e+01
7.015980e+13,5.086759e+01
7.015980e+13,5.086759e+01
1.149290e+13,7.898772e+01
3.379383e+13,2.888702e+01
1.620275e+13,7.897986e+01
4.398018e+13,3.525298e+01
8.919022e+14,7.110652e+01
8.919022e+14,7.110652e+01
1.459166e+15,8.000000e+01
1.925306e+13,7.872039e+01
4.231706e+14,8.000000e+01
4.231706e+14,8.000000e+01
4.231706e+14,8.000000e+01
4.231706e+14,8.000000e+01
5.974013e+14,8.000000e+01
5.974013e+14,8.000000e+01
2.806868e+14,8.000000e+01
2.806868e+14,8.000000e+01
3.337594e+14,6.762326e+01
3.337594e+14,6.762326e+01
4.171289e+14,8.000000e+01
4.171289e+14,8.000000e+01
1.726719e+14,4.546253e+01
1.307690e+14,4.648349e+01
7.263422e+13,4.996674e+01
4.540197e+14,6.257854e+01
1.529373e+13,7.899559e+01
1.194278e+14,6.606180e+01
1.194278e+14,6.606180e+01
1.885764e+13,7.899780e+01
2.329876e+13,7.910764e+01
3.032813e+14,8.000000e+01
3.032813e+14,8.000000e+01
3.032813e+14,8.000000e+01
6.879722e+14,8.000000e+01
6.879722e+14,8.000000e+01
6.879722e+14,8.000000e+01
6.879722e+14,8.000000e+01
2.567037e+14,6.329922e+01
4.954485e+14,8.000000e+01
4.954485e+14,8.000000e+01
2.904501e+13,3.164961e+01
4.787119e+13,4.426141e+01
2.088510e+13,7.887005e+01
1.799080e+13,7.896556e+01
2.055243e+13,7.897286e+01
5.322516e+13,4.155888e+01
3.456625e+13,7.899276e+01
4.553847e+13,6.744309e+01
2.144192e+14,6.389978e+01
2.324494e+15,8.000000e+01
9.646045e+14,8.000000e+01
9.646045e+14,8.000000e+01
9.646045e+14,8.000000e+01
9.646045e+14,8.000000e+01
6.973839e+13,4.414129e+01
9.837963e+13,4.179910e+01
5.774771e+13,7.152691e+01
5.774771e+13,4.999992e+00
1.822739e+14,5.405056e+01
1.940897e+13,7.899858e+01
1.926481e+13,7.899770e+01
5.192673e+14,8.000000e+01
2.092675e+14,2.078062e+01
6.596927e+13,4.978658e+01
4.368464e+14,8.000000e+01
4.368464e+14,8.000000e+01
6.382663e+13,7.416939e+01
6.382663e+13,5.000020e+00
1.211464e+14,5.074747e+01
2.258798e+13,7.899203e+01
5.409057e+14,8.000000e+01
5.409057e+14,8.000000e+01
7.701284e+14,8.000000e+01
7.701284e+14,8.000000e+01
6.158068e+13,4.233961e+01
2.021903e+13,2.378225e+01
9.469674e+13,3.843596e+01
4.317866e+13,3.020826e+01
7.319354e+13,3.885635e+01
1.643314e+13,7.898865e+01
2.829804e+13,2.852669e+01
2.266292e+13,2.408253e+01
2.898299e+14,8.000000e+01
3.300669e+13,3.008815e+01
1.195696e+14,6.239837e+01
1.195696e+14,6.239837e+01
1.985302e+14,7.543056e+01
1.985302e+14,7.543056e+01
2.853092e+13,7.893937e+01
2.853092e+13,5.000088e+00
1.520290e+13,7.898752e+01
7.449152e+13,5.020697e+01
1.734579e+14,6.257854e+01
3.252190e+14,8.000000e+01
3.252190e+14,8.000000e+01
3.252190e+14,8.000000e+01
4.543232e+13,4.990669e+01
7.846055e+14,8.000000e+01
7.846055e+14,8.000000e+01
6.315545e+13,4.774466e+01
1.767078e+13,7.899084e+01
1.777240e+14,6.323916e+01
4.277195e+13,3.519292e+01
2.510913e+13,7.899738e+01
7.699810e+13,4.996674e+01
1.007827e+14,4.029770e+01
1.364096e+14,8.000000e+01
1.364096e+14,8.000000e+01
2.663191e+14,8.000000e+01
2.663191e+14,8.000000e+01
2.638118e+13,7.899322e+01
2.507437e+13,7.899606e+01
2.837877e+13,2.984792e+01
1.387137e+13,7.899678e+01
1.720834e+13,7.899814e+01
1.099022e+14,8.000000e+01
1.099022e+14,8.000000e+01
1.235608e+14,5.813438e+01
4.804198e+13,3.633399e+01
1.726141e+13,4.999399e+00
6.565231e+13,4.660360e+01
9.297852e+13,6.287882e+01
9.297852e+13,6.287882e+01
8.509191e+13,6.870427e+01
8.509191e+13,6.870427e+01
1.869640e+13,7.896691e+01
6.392305e+13,3.735495e+01
1.460107e+14,5.266927e+01
2.581999e+14,8.000000e+01
2.581999e+14,8.000000e+01
4.269679e+13,3.951697e+01
2.699109e+13,2.894708e+01
2.759369e+13,2.768590e+01
7.332393e+15,8.000000e+01
7.332393e+15,8.000000e+01
7.332393e+15,8.000000e+01
1.237371e+14,7.489006e+01
1.237371e+14,7.489006e+01
7.539840e+13,3.873624e+01
6.116523e+13,5.320978e+01
1.374122e+14,6.612186e+01
6.084881e+15,8.000000e+01
6.084881e+15,8.000000e+01
6.084881e+15,8.000000e+01
6.084881e+15,8.000000e+01
6.575568e+14,8.000000e+01
6.575568e+14,8.000000e+01
3.259746e+13,4.999948e+00
3.259746e+13,5.000014e+00
1.526485e+13,7.898575e+01
4.848319e+13,3.435214e+01
6.499926e+13,3.495270e+01
2.344875e+14,8.000000e+01
2.344875e+14,8.000000e+01
4.350416e+13,3.759517e+01
4.317793e+15,8.000000e+01
4.317793e+15,8.000000e+01
1.642769e+15,8.000000e+01
6.907198e+13,6.558135e+01
6.907198e+13,6.558135e+01
1.878963e+13,7.896794e+01
3.434592e+14,8.000000e+01
3.434592e+14,8.000000e+01
1.534306e+15,8.000000e+01
1.534306e+15,8.000000e+01
9.660860e+15,8.000000e+01
8.345692e+13,8.000000e+01
1.797178e+13,7.899622e+01
2.737859e+13,3.477253e+01
5.575597e+13,7.885463e+01
3.441200e+14,8.000000e+01
3.441200e+14,8.000000e+01
3.441200e+14,8.000000e+01
3.441200e+14,8.000000e+01
6.779743e+13,4.095832e+01
6.408728e+13,3.363146e+01
1.113417e+13,7.899730e+01
1.448444e+13,7.899663e+01
1.656937e+13,7.899861e+01
7.586384e+13,5.657292e+01
1.257950e+15,8.000000e+01
1.257950e+15,8.000000e+01
1.239274e+13,7.896629e+01
8.172939e+13,6.257854e+01
1.312314e+14,4.342062e+01
7.350909e+13,7.899512e+01
7.350909e+13,8.000000e+01
4.111906e+14,5.951568e+01
4.392034e+13,7.899704e+01
4.392034e+13,7.899730e+01
6.517954e+13,3.543315e+01
2.901395e+14,8.000000e+01
2.901395e+14,8.000000e+01
1.056635e+15,8.000000e+01
1.056635e+15,8.000000e+01
1.056635e+15,8.000000e+01
2.395063e+14,8.000000e+01
2.395063e+14,8.000000e+01
2.395063e+14,8.000000e+01
1.461300e+14,4.071809e+01
1.575227e+16,8.000000e+01
4.470569e+13,5.000240e+00
4.470569e+13,5.000072e+00
1.397720e+14,6.432017e+01
1.397720e+14,6.432017e+01
7.513107e+13,7.615124e+01
7.513107e+13,7.615124e+01
2.638734e+13,7.899358e+01
4.038654e+13,3.134933e+01
9.360058e+14,8.000000e+01
