ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.046181e+05,8.609732e+04
HI 1215Å,77887,7.788700e+01,8.841492e-01,5.784930e+03,2.131912e+00
