ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.396744e+04,2.464270e+04
HI 1215Å,54993,5.499300e+01,1.707193e-01,2.428249e+04,1.474985e+00
