ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.248700e+04,1.818500e+04
HI 1215Å,43359,4.335900e+01,1.260124e-01,9.309544e+03,1.317822e+00
