ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.713706e+05,6.660359e+04
HI 1215Å,118148,1.181480e+02,6.435025e-01,4.373268e+03,1.652823e+00
