k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,1.175056e+02,2.225396e+02,2.225396e+00,6.378776e+01,1.491792e+02,1.491792e+00
2.136747e-03,1.181572e+02,1.042429e+02,1.042429e+00,6.690297e+01,5.944271e+01,5.944271e-01
4.273494e-03,7.955335e+01,7.825390e+01,7.825390e-01,4.439110e+01,4.383998e+01,4.383998e-01
6.410241e-03,6.946950e+01,6.806283e+01,6.806283e-01,3.965375e+01,3.893564e+01,3.893564e-01
8.546988e-03,5.334661e+01,5.268895e+01,5.268895e-01,3.088200e+01,3.059918e+01,3.059918e-01
1.068374e-02,4.562445e+01,4.560765e+01,4.560765e-01,2.604709e+01,2.602658e+01,2.602658e-01
1.282048e-02,3.990486e+01,3.991643e+01,3.991643e-01,2.279917e+01,2.241225e+01,2.241225e-01
1.495723e-02,3.427495e+01,3.419920e+01,3.419920e-01,1.970442e+01,1.949706e+01,1.949706e-01
1.709398e-02,3.089101e+01,3.126811e+01,3.126811e-01,1.798883e+01,1.817545e+01,1.817545e-01
1.923072e-02,2.668060e+01,2.669066e+01,2.669066e-01,1.549194e+01,1.512659e+01,1.512659e-01
2.136747e-02,2.355116e+01,2.339955e+01,2.339955e-01,1.395646e+01,1.410791e+01,1.410791e-01
2.350422e-02,2.124403e+01,2.151671e+01,2.151671e-01,1.249644e+01,1.265807e+01,1.265807e-01
2.564097e-02,1.913281e+01,1.935061e+01,1.935061e-01,1.144054e+01,1.157407e+01,1.157407e-01
2.777771e-02,1.736068e+01,1.753552e+01,1.753552e-01,1.028462e+01,1.035602e+01,1.035602e-01
2.991446e-02,1.526232e+01,1.566673e+01,1.566673e-01,9.065804e+00,9.206228e+00,9.206228e-02
3.205121e-02,1.371854e+01,1.394256e+01,1.394256e-01,8.156565e+00,8.145336e+00,8.145336e-02
3.418795e-02,1.225282e+01,1.273769e+01,1.273769e-01,7.419330e+00,7.691396e+00,7.691396e-02
3.632470e-02,1.128565e+01,1.159055e+01,1.159055e-01,6.823886e+00,6.960637e+00,6.960637e-02
3.846145e-02,1.009473e+01,1.031552e+01,1.031552e-01,6.098893e+00,6.180118e+00,6.180118e-02
4.059819e-02,8.970335e+00,9.256016e+00,9.256016e-02,5.534870e+00,5.626863e+00,5.626863e-02
4.273494e-02,8.153229e+00,8.267854e+00,8.267854e-02,5.019352e+00,5.074026e+00,5.074026e-02
4.487169e-02,7.288317e+00,7.574740e+00,7.574740e-02,4.483024e+00,4.597623e+00,4.597623e-02
4.700844e-02,6.670946e+00,7.216224e+00,7.216224e-02,4.139447e+00,4.387271e+00,4.387271e-02
4.914518e-02,5.990990e+00,6.234764e+00,6.234764e-02,3.719136e+00,3.827958e+00,3.827958e-02
5.128193e-02,5.626982e+00,6.016702e+00,6.016702e-02,3.458755e+00,3.639885e+00,3.639885e-02
5.341868e-02,5.017308e+00,5.313947e+00,5.313947e-02,3.143071e+00,3.237423e+00,3.237423e-02
5.555542e-02,4.557936e+00,4.958967e+00,4.958967e-02,2.876998e+00,3.040198e+00,3.040198e-02
5.769217e-02,4.187530e+00,4.402130e+00,4.402130e-02,2.645018e+00,2.737955e+00,2.737955e-02
5.982892e-02,3.775663e+00,4.016830e+00,4.016830e-02,2.392438e+00,2.462142e+00,2.462142e-02
6.196567e-02,3.456957e+00,3.728636e+00,3.728636e-02,2.201484e+00,2.302772e+00,2.302772e-02
6.410241e-02,3.047214e+00,3.285027e+00,3.285027e-02,1.970692e+00,2.063175e+00,2.063175e-02
6.623916e-02,2.838329e+00,3.082498e+00,3.082498e-02,1.832724e+00,1.939471e+00,1.939471e-02
6.837591e-02,2.531052e+00,2.738387e+00,2.738387e-02,1.639277e+00,1.688368e+00,1.688368e-02
7.051265e-02,2.351711e+00,2.517640e+00,2.517640e-02,1.528065e+00,1.604262e+00,1.604262e-02
7.264940e-02,2.067758e+00,2.238288e+00,2.238288e-02,1.345948e+00,1.426007e+00,1.426007e-02
7.478615e-02,1.929379e+00,2.133191e+00,2.133191e-02,1.252925e+00,1.351639e+00,1.351639e-02
7.692290e-02,1.753089e+00,1.927916e+00,1.927916e-02,1.146789e+00,1.206996e+00,1.206996e-02
7.905964e-02,1.594447e+00,1.767727e+00,1.767727e-02,1.039923e+00,1.091797e+00,1.091797e-02
8.119639e-02,1.449853e+00,1.546380e+00,1.546380e-02,9.545268e-01,9.974248e-01,9.974248e-03
8.333314e-02,1.364500e+00,1.493143e+00,1.493143e-02,8.931355e-01,9.576083e-01,9.576083e-03
8.546988e-02,1.237231e+00,1.353316e+00,1.353316e-02,8.093729e-01,8.628981e-01,8.628981e-03
8.760663e-02,1.100693e+00,1.205061e+00,1.205061e-02,7.227487e-01,7.608140e-01,7.608140e-03
8.974338e-02,1.027173e+00,1.117221e+00,1.117221e-02,6.749433e-01,7.191275e-01,7.191275e-03
9.188012e-02,9.308918e-01,9.979644e-01,9.979644e-03,6.105727e-01,6.377283e-01,6.377283e-03
9.401687e-02,8.549456e-01,9.341656e-01,9.341656e-03,5.587499e-01,5.974591e-01,5.974591e-03
9.615362e-02,8.028393e-01,8.743899e-01,8.743899e-03,5.160902e-01,5.523519e-01,5.523519e-03
9.829037e-02,7.162758e-01,7.748338e-01,7.748338e-03,4.683230e-01,4.992352e-01,4.992352e-03
1.004271e-01,6.611909e-01,7.144582e-01,7.144582e-03,4.248952e-01,4.492939e-01,4.492939e-03
1.025639e-01,6.086029e-01,6.637854e-01,6.637854e-03,3.905559e-01,4.223719e-01,4.223719e-03
1.047006e-01,5.527132e-01,5.907439e-01,5.907439e-03,3.580759e-01,3.760529e-01,3.760529e-03
1.068374e-01,5.226932e-01,5.640352e-01,5.640352e-03,3.317152e-01,3.489663e-01,3.489663e-03
