statistic,value
mean_flux,0.9727995833385238
median_flux,0.998814582824707
std_flux,0.10367219772126049
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,99.66560357378515
median_tau,0.001186126610264182
effective_tau,0.0275771960818766
deep_absorption_frac,0.003980223208928357
moderate_absorption_frac,0.009842685707428297
weak_absorption_frac,0.9861770910836434
tau_eff_err,0.00044425078893312324
tau_eff_std,0.04442507889331233
mean_flux_err,0.0003136470599955338
mean_flux_std,0.03136470599955338
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,13.142016419996052
hi_fraction_eff,0.0020983990627914534
