ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.053597e+04,1.912553e+04
HI 1215Å,46813,4.681300e+01,1.350056e-01,6.922529e+03,1.331785e+00
