ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.163689e+04,2.798555e+04
HI 1215Å,60340,6.034000e+01,1.835215e-01,1.100095e+04,1.403836e+00
