ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10002,1.000200e+01,9.999991e-01,1.820224e+04,2.448817e+03
HI 1215Å,11975,1.197500e+01,3.241806e-02,1.647991e+04,1.102194e+00
