ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,9.031228e+04,2.574562e+04
HI 1215Å,59378,5.937800e+01,1.799511e-01,7.693506e+03,1.482885e+00
