ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.039405e+04,1.711741e+04
HI 1215Å,39552,3.955200e+01,1.185964e-01,1.021428e+04,1.307636e+00
