ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.745129e+05,7.153793e+04
HI 1215Å,116348,1.163480e+02,6.745439e-01,4.971072e+03,1.746280e+00
