ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.567605e+04,1.020473e+04
HI 1215Å,25667,2.566700e+01,7.358644e-02,5.748343e+03,1.186296e+00
