ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.420251e+05,5.017297e+04
HI 1215Å,107360,1.073600e+02,4.059551e-01,4.402482e+03,1.696018e+00
