ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.052370e+05,8.689210e+04
HI 1215Å,78713,7.871300e+01,8.845025e-01,4.125535e+03,2.174404e+00
