ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.444771e+05,5.289503e+04
HI 1215Å,113867,1.138670e+02,4.273029e-01,5.086850e+03,1.717664e+00
