ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.413803e+05,4.957126e+04
HI 1215Å,105893,1.058930e+02,4.023217e-01,6.192555e+03,1.700316e+00
