ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.142605e+05,3.739691e+04
HI 1215Å,85306,8.530600e+01,2.631355e-01,7.571949e+03,1.644732e+00
