ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10001,1.000100e+01,9.999997e-01,1.729267e+04,2.406176e+03
HI 1215Å,11545,1.154500e+01,2.990840e-02,9.814486e+03,1.064362e+00
