ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.030582e+05,8.536474e+04
HI 1215Å,81669,8.166900e+01,8.850585e-01,4.295427e+03,2.097694e+00
