# T0 = 13893.64706614192 K
# gamma = 1.0350214962456603
# gamma_err = 0.03285200614810031
# T0_err = 2670.218138767608 K
# n_bins_fit = 29
# n_pixels = 241198698
log_density,log_temperature
3.646861e-02,3.925360e+00
4.740245e-01,4.119513e+00
-1.786524e-01,3.857025e+00
-1.256110e-01,3.877610e+00
-3.311824e-01,3.792839e+00
1.960445e-01,4.002096e+00
-6.008953e-02,3.894600e+00
6.015049e-01,4.211873e+00
-3.909680e-01,3.779667e+00
3.562428e-01,4.055409e+00
-3.111367e-01,3.808796e+00
1.975804e-01,4.002140e+00
-3.000594e-01,3.813769e+00
2.850690e-01,4.023163e+00
9.002428e-02,3.941523e+00
2.580839e-01,5.106321e+00
2.743467e-01,4.023326e+00
-2.410861e-01,3.828812e+00
3.850395e-01,4.066407e+00
-2.554010e-01,3.832796e+00
2.065376e-01,3.997104e+00
8.322779e-01,4.292035e+00
6.251499e-02,3.938619e+00
-4.684455e-01,3.753656e+00
-8.648113e-02,3.889358e+00
-1.165104e-01,3.872042e+00
2.199165e-01,3.992424e+00
1.340136e-01,3.979405e+00
-3.102676e-02,3.912755e+00
4.929751e-01,4.112770e+00
7.393023e-01,4.262075e+00
8.710381e-02,3.956217e+00
-3.365599e-01,3.799249e+00
5.392249e-01,4.927696e+00
-2.606459e-02,3.900394e+00
6.640252e-01,4.256272e+00
-2.567448e-01,3.827261e+00
-3.797102e-01,3.790533e+00
2.212783e-01,4.013391e+00
-7.489685e-02,3.887918e+00
7.909820e-01,4.259144e+00
9.814832e-02,3.969532e+00
-9.897747e-02,3.878830e+00
1.077525e+00,4.423588e+00
4.386757e-01,4.088215e+00
1.332965e+00,4.915695e+00
-1.437964e-01,3.854751e+00
5.811314e-01,4.167529e+00
-3.744388e-01,3.787305e+00
-1.828405e-01,3.848980e+00
1.067012e-01,3.960649e+00
-3.602679e-01,3.788159e+00
-1.417881e-01,3.857376e+00
2.567657e-01,4.025005e+00
7.267245e-01,4.266533e+00
-1.264073e-02,3.910395e+00
-7.092773e-02,4.154030e+00
-9.862751e-02,3.890959e+00
-1.640673e-01,3.865861e+00
-1.653485e-01,3.856640e+00
-4.104071e-01,3.765591e+00
-5.219391e-02,3.901744e+00
3.764184e-01,5.138574e+00
-2.747634e-01,3.816772e+00
-5.618653e-02,3.895414e+00
-6.781173e-02,3.887416e+00
1.351589e-01,3.971183e+00
5.023047e-01,4.130771e+00
-4.219715e-01,3.765645e+00
4.615781e-01,4.116886e+00
-2.268689e-01,3.836209e+00
-3.013599e-01,3.813654e+00
7.509913e-02,3.971393e+00
5.525526e-01,4.180484e+00
3.137072e-01,4.051331e+00
3.138677e-01,4.062266e+00
-2.573300e-01,3.828651e+00
7.353158e-01,4.346991e+00
1.549758e-01,3.975767e+00
2.191999e-02,4.701995e+00
-5.529211e-02,3.903593e+00
1.670997e-01,3.976861e+00
5.159595e-01,4.142524e+00
-7.321400e-02,3.885354e+00
1.752309e-01,3.982797e+00
-2.822355e-01,3.817821e+00
2.280405e-01,4.009715e+00
8.146769e-02,3.961779e+00
-1.912069e-01,3.852407e+00
-2.624295e-01,3.823401e+00
-1.471386e-01,3.864948e+00
3.164403e-01,4.565375e+00
1.649042e-01,3.983473e+00
-2.119639e-02,3.905919e+00
-1.779180e-01,3.855381e+00
6.900021e-02,3.936355e+00
-3.338117e-01,3.802827e+00
8.419132e-01,4.287439e+00
-3.353435e-01,3.796435e+00
-2.105266e-01,3.838932e+00
2.104549e-01,3.995564e+00
5.758629e-01,5.615028e+00
-2.616654e-01,3.823924e+00
-1.580234e-01,3.860048e+00
2.005911e-01,3.993733e+00
1.156254e-01,3.960190e+00
-2.568141e-01,3.820792e+00
-2.792941e-01,3.815787e+00
9.780321e-02,3.956865e+00
-1.315164e-02,3.904993e+00
7.638213e-01,4.255305e+00
6.219853e-01,4.173313e+00
-1.652178e-02,3.906868e+00
-4.589780e-01,3.754071e+00
-3.833065e-02,3.914684e+00
1.219067e-01,3.965686e+00
8.510808e-02,3.955544e+00
3.146192e-01,4.076723e+00
5.757749e-02,3.934414e+00
-7.622023e-02,3.884997e+00
-3.675319e-01,3.783732e+00
4.473316e-02,3.940075e+00
-4.168830e-01,3.768306e+00
7.942492e-02,3.947778e+00
-6.563662e-02,3.887958e+00
-7.072314e-03,3.919141e+00
6.613305e-01,4.220455e+00
3.446380e-02,3.941735e+00
2.243228e-01,4.010808e+00
1.649973e-02,3.922278e+00
-2.314311e-01,3.828548e+00
2.607658e-02,3.937630e+00
2.560439e-02,3.934920e+00
5.004453e-01,4.149172e+00
-2.785763e-02,3.908359e+00
-2.160717e-02,3.912449e+00
-3.027452e-02,3.904444e+00
-2.157871e-01,3.838371e+00
1.137852e-02,3.920405e+00
-3.221040e-01,3.797539e+00
8.692970e-01,4.563410e+00
-3.152129e-01,3.798469e+00
-4.408383e-03,3.917387e+00
1.668830e-01,3.998815e+00
-1.452761e-01,3.858963e+00
-2.124979e-03,3.921489e+00
-1.017986e-01,3.886712e+00
5.378236e-01,4.203496e+00
1.464193e-01,3.991187e+00
-3.528250e-01,3.788016e+00
8.057410e-01,5.703615e+00
-2.304536e-01,3.833280e+00
-2.538627e-01,3.828790e+00
7.291229e-02,3.972613e+00
1.745867e-01,3.976447e+00
1.242797e-01,3.963222e+00
1.885312e-01,3.992744e+00
4.959109e-02,3.937883e+00
-1.778976e-01,3.850329e+00
-2.478162e-01,3.822741e+00
6.037369e-02,3.940584e+00
-4.375877e-02,3.901840e+00
-3.032912e-03,3.917785e+00
7.800165e-02,3.954424e+00
1.267562e-01,3.968751e+00
5.039339e-01,4.124372e+00
-3.481673e-01,3.788330e+00
2.928112e-01,4.323973e+00
-1.199855e-01,3.867145e+00
-2.698290e-02,3.915526e+00
2.394800e-01,4.025463e+00
-2.205817e-01,3.837717e+00
-6.728917e-02,3.895384e+00
-2.605666e-02,3.903072e+00
-3.835126e-01,3.779384e+00
2.767499e-01,4.025203e+00
4.482014e-01,4.105730e+00
-1.220574e-01,3.867344e+00
8.675414e-01,4.341098e+00
3.828915e-01,4.072719e+00
-4.945121e-02,3.906862e+00
-1.771191e-02,3.911034e+00
1.217175e-01,3.970433e+00
2.783506e-03,3.917473e+00
-2.392843e-01,3.832283e+00
-2.356521e-01,3.828335e+00
2.649023e-01,4.022764e+00
-4.556334e-01,3.747027e+00
2.375359e-02,3.928457e+00
2.749767e-02,3.952099e+00
-1.059113e-01,3.874102e+00
1.511497e-01,3.973923e+00
2.465366e-01,4.008245e+00
-2.312507e-01,3.826278e+00
1.854999e-01,3.994526e+00
8.914238e-01,4.694855e+00
-2.629324e-01,3.822713e+00
-1.275812e-01,3.864371e+00
1.399729e-02,3.919167e+00
3.761739e-01,4.161065e+00
3.894639e-01,4.075853e+00
-1.438156e-03,3.923020e+00
-2.529404e-01,3.818749e+00
-3.369556e-01,3.799798e+00
5.094341e-02,3.941410e+00
-4.071638e-01,3.782631e+00
-1.632393e-01,3.852745e+00
9.929730e-01,4.990562e+00
-2.767469e-01,3.815248e+00
