ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.429470e+05,5.239811e+04
HI 1215Å,112616,1.126160e+02,4.229467e-01,5.422533e+03,1.673010e+00
