statistic,value
mean_flux,0.2325995742663138
median_flux,0.15440286695957184
std_flux,0.23940714294748544
min_flux,2.9382650407717056e-39
max_flux,0.9892217516899109
mean_tau,4121.1278410293435
median_tau,1.868190050125122
effective_tau,1.45843686922464
deep_absorption_frac,0.43786078469457124
moderate_absorption_frac,0.3822262179922955
weak_absorption_frac,0.1799129973131333
tau_eff_err,0.0038104260512513343
tau_eff_std,0.38104260512513344
mean_flux_err,0.0006031928677710909
mean_flux_std,0.060319286777109085
n_sightlines,10000.0
tau_eff_obs_target,0.8160743077493965
mean_flux_target,0.44216405184357616
tau_scale_factor,0.3845919082175634
tau_eff_H_total,inf
hi_fraction_eff,0.0
