ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.742819e+04,2.719954e+03
HI 1215Å,13251,1.325100e+01,3.431657e-02,6.529973e+03,1.076842e+00
