ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.043762e+05,8.886046e+04
HI 1215Å,130953,1.309530e+02,5.602151e-01,5.153691e+03,1.480175e+00
