ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.724032e+05,7.210173e+04
HI 1215Å,116444,1.164440e+02,6.764017e-01,3.627457e+03,1.737848e+00
