ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.795358e+04,4.262285e+03
HI 1215Å,15200,1.520000e+01,4.351362e-02,3.490211e+04,1.134381e+00
